發料單號,Name,色系名稱,色系編號,成品布號,OP否,DPF,機器規格,染缸容量KG,主泵轉數,帶布輪轉速,噴嘴大小,循環時間,總圈數,浴比,色號,是否有追加,標準樣L,L,CIE_DL,CMC_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,CMC_DC,標準樣h,h,CMC_Dh,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6,配方料號7,配方濃度7
F9302-25070950,F9302-25070950,NB,3,SCK-3852,N,1.04167,Rapido-1,600,1300,1100,30*40,70.00,320.57,5.56,A1605-21020125-1E,N,19.01,20.16,0.12,,1.83,2.75,0.10,-14.81,-12.43,0.24,,,,,,,0.27,1578,1.955,1724,0.588,1430,0.5712,無,0,無,0,無,0,無,0
F9302-25070967,F9302-25070967,NB,3,SCK-3852,N,1.04167,Rapido-1,600,1300,1100,30*40,64.75,357.84,6.27,A1605-21020125-1E,N,19.01,20.02,-0.02,,1.83,2.69,0.04,-14.81,-12.47,0.20,,,,,,,0.17,1578,1.955,1724,0.588,1430,0.5712,無,0,無,0,無,0,無,0
F9302-25070968,F9302-25070968,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,81.75,369.83,6.25,1911195-3A,Y,15.26,16.73,1.46,,0.48,0.25,-0.24,-1.17,-1.38,-0.20,,,,,,,1.50,1862,4.1975,1722,0.6237,1848,0.5,1588,0.162,1430,0.11,無,0,無,0
F9302-25070969,F9302-25070969,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1150,950,25*2,152.00,328.97,12.50,1711131-1A,N,32.95,32.47,-0.47,,-0.86,-0.68,0.17,-1.88,-1.48,0.40,,,,,,,0.63,1576,0.7293,1724,0.5508,1430,0.044,無,0,無,0,無,0,無,0
F9302-25070974,F9302-25070974,GY,5,SW-80661C0,Y,1.04167,Rapido-2,800,1300,1100,35*5,56.25,398.84,5.95,A1605-24060130-3A,N,30.35,31.05,0.70,,0.48,0.68,0.20,-2.22,-2.32,-0.10,,,,,,,0.53,1593,0.7938,1391,0.399,1191,0.26264,1722,0.07533,無,0,無,0,無,0
F9302-25070979,F9302-25070979,BL,2,SW-80661C0,Y,1.04167,Rapido-2,800,1250,1050,35*5,73.75,351.47,6.22,A1605-24060130-1D,N,38.25,38.62,0.37,,-3.28,-3.15,0.13,-12.39,-12.55,-0.16,,,,,,,0.29,1593,0.637,1724,0.2142,1430,0.0404,無,0,無,0,無,0,無,0
F9302-25070986,F9302-25070986,GR,2,SCK-3843S,Y,0.69444,Rapido-2,400,1200,1000,30*40,52.00,741.38,7.30,A1605-23050051-1A,Y,35.28,35.20,-0.07,,-28.43,-28.69,-0.26,-2.24,-2.68,-0.44,,,,,,,0.32,1585,1.61,1588,1.271,1565,0.612,1142,0.369,1567,0.27,無,0,無,0
F9302-25070997,F9302-25070997,BK,3,SCK-3624S,N,1.04167,Rapido-2,600,1250,1000,35*40,77.25,229.44,4.17,A1605-21080149-2B,N,16.72,16.57,-0.15,,0.46,0.55,0.09,-0.85,-0.79,0.06,,,,,,,0.22,1862,3.42,1722,0.5,1588,0.46,1430,0.456,1142,0.0023,無,0,無,0
F9302-25070998,F9302-25070998,NB,5,SCK-4201AM,N,1.04167,Conveyor-1,300,88,280,120,304.00,107.96,6.67,A1605-24110019-3B,N,19.21,19.74,0.52,,0.68,0.92,0.24,-9.60,-9.27,0.33,,,,,,,0.63,1578,1.3,1724,0.81,1391,0.41,無,0,無,0,無,0,無,0
F9302-25071005,F9302-25071005,BK,7,SW-80347C0,Y,1.04167,Rapido-2,100,1200,1000,45*5,9.50,3990.32,13.79,A1605-25050119-2B,Y,17.23,20.27,3.04,,-0.04,-0.41,-0.37,-2.54,-3.60,-1.05,,,,,,,3.14,1862,2.95,1430,0.66,1588,0.53,1142,0.25,無,0,無,0,無,0
F9302-25071006,F9302-25071006,BL,2,SW-80347C0,Y,1.04167,Rapido-2,50,1200,1000,45*5,9.50,5295.68,10.00,A1605-25060115-3A,Y,82.26,84.09,1.83,,-3.05,-1.93,1.13,-7.22,-8.96,-1.74,,,,,,,2.42,1510,0.013,1310,0.0048,1111,0.0008,無,0,無,0,無,0,無,0
F9302-25071009,F9302-25071009,YE,4,SW-80347C0,Y,1.04167,Rapido-2,50,1200,1000,45*5,9.50,3038.00,9.68,A1605-25060115-2B,N,62.40,62.60,0.21,,2.31,0.50,-1.81,46.02,46.48,0.46,,,,,,,1.30,1191,0.45,1201,0.127,1565,0.049,1350,0.0113,無,0,無,0,無,0
F9302-25071026,F9302-25071026,GR,2,SCK-3843S,Y,0.69444,Rapido-2,400,1200,1000,30*40,50.50,506.04,7.30,A1605-23050051-1A,N,35.28,35.27,-0.01,,-28.43,-28.56,-0.13,-2.24,-2.40,-0.16,,,,,,,0.13,1585,1.61,1588,1.271,1565,0.612,1142,0.369,1567,0.27,無,0,無,0
F9302-25071027,F9302-25071027,GR,2,SCK-3843S,Y,0.69444,Rapido-2,400,1200,1000,30*40,61.00,391.67,7.35,A1605-23050051-1A,N,35.28,34.82,-0.46,,-28.43,-28.41,0.02,-2.24,-2.29,-0.05,,,,,,,0.26,1585,1.61,1588,1.271,1565,0.612,1142,0.369,1567,0.27,無,0,無,0
F9302-25071032,F9302-25071032,PI,2,SCK-4173,N,0.83333,Rapido-2,400,1250,1050,25*30,32.00,644.69,19.61,A1605-24100099-1A,N,42.51,42.10,-0.40,,43.75,44.74,0.98,-6.88,-6.50,0.38,,,,,,,0.52,1362,0.819,1580,0.0798,1374,0.0075,無,0,無,0,無,0,無,0
F9302-25071059,F9302-25071059,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,87.00,315.48,6.25,1911195-3A,Y,16.18,16.85,0.67,,0.51,0.29,-0.22,-1.46,-1.47,0.00,,,,,,,0.72,1862,4.1975,1722,0.6237,1848,0.5,1588,0.162,1430,0.11,無,0,無,0
F9302-25071060,F9302-25071060,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,87.50,466.63,6.27,1911195-3A,Y,15.26,16.81,1.55,,0.48,0.18,-0.31,-1.17,-1.61,-0.43,,,,,,,1.69,1862,4.1975,1722,0.6237,1848,0.5,1588,0.162,1430,0.11,無,0,無,0
F9302-25071064,F9302-25071064,BK,3,SCK-3624S,N,1.04167,Rapido-2,600,1250,1000,35*40,79.75,278.92,5.20,A1605-21080149-2B,N,16.72,16.70,-0.02,,0.46,0.38,-0.08,-0.85,-0.84,0.01,,,,,,,0.12,1862,3.42,1722,0.5,1588,0.46,1430,0.456,1142,0.0023,無,0,無,0
F9302-25071069,F9302-25071069,BL,2,SW-80661C0,Y,1.04167,Rapido-2,800,1250,1050,35*5,75.50,328.07,6.17,A1605-24060130-1D,N,38.25,39.09,0.84,,-3.28,-3.10,0.18,-12.39,-12.55,-0.15,,,,,,,0.52,1593,0.637,1724,0.2142,1430,0.0404,無,0,無,0,無,0,無,0
F9302-25071080,F9302-25071080,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1150,950,25*2,145.00,164.55,14.29,1711131-1A,N,32.95,32.49,-0.45,,-0.86,-0.80,0.06,-1.88,-1.81,0.06,,,,,,,0.29,1576,0.7293,1724,0.5508,1430,0.044,無,0,無,0,無,0,無,0
F9302-25071081,F9302-25071081,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1150,950,25*2,169.00,108.24,12.50,1711131-1A,N,32.95,32.35,-0.60,,-0.86,-0.79,0.07,-1.88,-1.63,0.25,,,,,,,0.48,1576,0.7293,1724,0.5508,1430,0.044,無,0,無,0,無,0,無,0
F9302-25071084,F9302-25071084,PU,2,SCK-4186,N,1.04167,Rapido-2,400,1200,1000,30*40,39.00,553.56,14.08,A1605-24100006-3H,N,65.15,64.98,-0.17,,4.35,4.90,0.55,-33.66,-34.11,-0.45,,,,,,,0.47,1690,0.17,1565,0.034,1681,0.029,1580,0.013,無,0,無,0,無,0
F9302-25071087,F9302-25071087,PU,2,SCK-4186,N,1.04167,Rapido-2,400,1200,1000,30*40,89.00,205.55,9.26,A1605-24100006-3H,N,65.15,64.78,-0.37,,4.35,4.88,0.53,-33.66,-34.15,-0.49,,,,,,,0.48,1690,0.17,1565,0.034,1681,0.029,1580,0.013,無,0,無,0,無,0
F9302-25071091,F9302-25071091,BK,7,SW-81127C0,Y,1.04167,Rapido-2,400,1300,1000,40*5,46.00,322.67,5.99,A1605-25020157-1B,Y,17.08,17.11,0.03,,-0.11,0.29,0.40,-2.16,-2.12,0.04,,,,,,,0.54,1862,3.036,1863,0.414,1391,0.21,1191,0.1275,無,0,無,0,無,0
F9302-25071101,F9302-25071101,GR,2,SCK-3624S,N,1.04167,Rapido-2,300,1250,1000,35*40,63.00,324.29,6.00,A1605-21110189-1B,Y,31.57,31.95,0.38,,-0.06,-0.74,-0.68,6.25,5.99,-0.26,,,,,,,1.00,1578,0.408,1722,0.3745,1191,0.3399,1565,0.3366,1391,0.1854,無,0,無,0
F9302-25071103,F9302-25071103,BL,1,SCK-4186,N,1.04167,Rapido-2,800,1200,1000,30*40,48.25,439.61,10.10,A1605-24090192-1A,N,79.68,79.52,-0.16,,-3.92,-3.63,0.29,-8.40,-8.06,0.34,,,,,,,0.40,1510,0.0309,1310,0.012,1111,0.0072,無,0,無,0,無,0,無,0
F9302-25071128,F9302-25071128,GR,1,SCK-4186,N,1.04167,Rapido-2,800,1200,1000,30*40,53.00,306.42,9.30,A1605-24090041-1A,Y,82.25,82.72,0.47,,-9.63,-8.67,0.96,1.85,1.13,-0.72,,,,,,,1.09,1510,0.02046,1111,0.01575,1310,0.00405,無,0,無,0,無,0,無,0
F9302-25071131,F9302-25071131,BL,2,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,30*40,58.50,609.40,9.35,A1605-24090130-3C,Y,55.93,56.90,0.98,,-4.73,-3.74,1.00,-35.57,-34.92,0.65,,,,,,,0.86,1568,0.21,1565,0.086,1374,0.082,1580,0.08,無,0,無,0,無,0
F9302-25071141,F9302-25071141,YE,3,SW-80180C0,N,1.04167,Rapido-2,400,1350,1200,30*3,36.00,704.31,16.67,A1605-21120089-2B,N,63.46,63.07,-0.39,,21.05,20.18,-0.87,62.07,60.00,-2.07,,,,,,,0.80,1191,0.6552,1201,0.368,1353,0.08272,1530,0.0282,無,0,無,0,無,0
F9302-25071143,F9302-25071143,GY,3,SCK-3624S,N,1.04167,Rapido-2,400,1300,1000,35*5,60.00,503.05,5.56,A1605-24090187-3A,Y,39.55,40.24,0.69,,-2.99,-3.08,-0.08,-7.58,-7.58,0.00,,,,,,,0.38,1722,0.092,1191,0.06912,1391,0.044,無,0,無,0,無,0,無,0
F9302-25071152,F9302-25071152,GY,2,SCK-3852,N,1.04167,Rapido-1,600,1400,1200,30*40,73.25,399.19,6.27,A1605-21040039-3A,Y,29.96,30.10,0.14,,0.33,0.49,0.16,-2.01,-2.33,-0.32,,,,,,,0.48,1578,0.7102,1391,0.2996,1722,0.21,1142,0.002,無,0,無,0,無,0
F9302-25071182,F9302-25071182,GY,3,SCK-3624S,N,1.04167,Rapido-2,400,1300,1000,35*40,78.00,188.13,4.17,A1605-24090187-3A,N,39.55,39.35,-0.21,,-2.99,-3.08,-0.09,-7.58,-7.40,0.19,,,,,,,0.26,1722,0.09936,1191,0.07488,1391,0.0472,無,0,無,0,無,0,無,0
F9302-25071211,F9302-25071211,NB,7,SW-80105C6,N,0.69444,Rapido-2,400,1250,1050,25*30,29.50,1968.17,20.83,A1605-25030181-1B,Y,21.50,21.63,0.10,,0.70,0.32,-0.35,-8.89,-9.63,-0.72,,,,,,,0.81,1578,1.55,1593,1.43,1391,0.98,1142,0.00355,無,0,無,0,無,0
F9302-25071232,F9302-25071232,BL,4,SCK-3814,N,2.08333,Rapido-2,400,1250,1000,30*4,67.00,235.79,6.25,A1605-21040233-2B,N,29.94,29.22,-0.72,,-2.01,-1.86,0.15,-15.24,-15.02,0.23,,,,,,,0.49,1593,0.6042,1565,0.441,1724,0.2424,1430,0.0966,無,0,無,0,無,0
F9302-25071257,F9302-25071257,YE,1,SCK-4186,N,1.04167,Rapido-2,50,1250,1050,30*40,13.50,1274.15,16.67,A1605-24040074-2A,N,85.67,85.35,-0.31,,-21.70,-21.96,-0.26,75.06,75.86,0.80,,,,,,,0.29,1191,0.6048,1580,0.0154,無,0,無,0,無,0,無,0,無,0
F9302-25071279,F9302-25071279,BR,5,SK-1272,N,0.59524,Rapido-2,400,1250,1050,25*30,86.50,238.68,8.40,A1605-24110042-1A,N,43.54,43.14,-0.10,,17.22,17.18,-0.03,23.73,23.68,0.01,,,,,,,0.07,1724,1.235,1391,0.5795,1565,0.2403,1142,0.00405,無,0,無,0,無,0
F9302-25071317,F9302-25071317,BR,5,SK-1272,N,0.59524,Rapido-2,400,1250,1050,25*30,70.50,356.17,10.10,A1605-24110042-1A,N,43.54,43.45,0.21,,17.22,17.22,0.01,23.73,23.66,-0.01,,,,,,,0.11,1724,1.235,1391,0.5795,1565,0.2403,1142,0.00405,無,0,無,0,無,0
F9302-25071343,F9302-25071343,RE,2,SCK-4186,N,1.04167,Rapido-2,400,1250,1050,30*40,47.00,437.09,11.11,A1605-24090192-3D,N,69.02,68.79,-0.23,,38.56,36.14,-2.42,13.05,12.23,-0.82,,,,,,,1.10,1384,0.108,1350,0.034,1013,0.022,無,0,無,0,無,0,無,0
F9302-25071368,F9302-25071368,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1150,950,25*2,104.00,277.54,20.00,1711131-1A,Y,32.95,32.24,-0.70,,-0.86,-0.64,0.21,-1.88,-1.15,0.72,,,,,,,1.07,1576,0.7293,1724,0.5508,1430,0.044,無,0,無,0,無,0,無,0
F9302-25071408,F9302-25071408,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,85.00,356.88,6.33,1911195-3A,Y,16.18,17.06,0.88,,0.51,0.31,-0.20,-1.46,-1.54,-0.08,,,,,,,0.91,1862,4.1975,1722,0.6237,1848,0.5,1588,0.162,1430,0.11,無,0,無,0
F9302-25071423,F9302-25071423,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,82.00,406.22,6.27,1911195-3A,N,16.18,16.89,0.71,,0.51,0.36,-0.15,-1.46,-1.37,0.09,,,,,,,0.73,1862,4.1975,1722,0.6237,1848,0.5,1588,0.162,1430,0.11,無,0,無,0
F9302-25071437,F9302-25071437,NB,2,SK-772,N,1.04167,Conveyor-1,300,88,270,140,462.00,60.85,7.14,2003191-4A,Y,23.74,23.92,0.18,,-3.89,-3.93,-0.04,-10.37,-9.86,0.50,,,,,,,0.46,1578,0.86,1430,0.2852,1191,0.261,1585,0.18,無,0,無,0,無,0
F9302-25071445,F9302-25071445,PU,0,SCK-4186,N,1.04167,Rapido-2,400,1200,1000,30*30,61.00,414.13,9.26,A1605-24100006-4A,N,59.02,58.00,-1.01,,50.97,50.55,-0.42,-35.56,-36.03,-0.47,,,,,,,0.53,1034,0.5264,1585,0.0565,1681,0.011,無,0,無,0,無,0,無,0
F9302-25071477,F9302-25071477,PU,0,SCK-4186,N,1.04167,Rapido-2,400,1200,1000,30*40,51.00,440.20,11.11,A1605-24100006-4A,N,59.02,58.23,-0.79,,50.97,50.28,-0.69,-35.56,-35.92,-0.36,,,,,,,0.50,1034,0.5264,1585,0.0565,1681,0.011,無,0,無,0,無,0,無,0
F9302-25071479,F9302-25071479,BK,3,SCK-3716,N,1.04167,Rapido-2,400,1250,1050,40*40,57.00,436.00,7.43,A1605-21040077-2A,N,16.54,16.32,-0.21,,0.56,0.48,-0.08,-1.41,-1.19,0.22,,,,,,,0.38,1862,2.875,1722,0.72,1848,0.5,1588,0.315,1430,0.147,無,0,無,0
F9302-25071507,F9302-25071507,BK,3,SCK-3724,Y,0.69444,Rapido-2,400,1250,1050,30*40,122.50,288.27,10.31,2005084-4A,N,18.15,17.85,-0.30,,0.41,0.63,0.22,-1.09,-1.05,0.04,,,,,,,0.42,1862,5,1848,0.485,1722,0.476,1588,0.35,1430,0.1344,1142,0.0027,無,0
F9302-25071536,F9302-25071536,PU,1,SW-80180C0,N,1.04167,Rapido-2,400,1350,1200,30*3,64.50,470.73,10.20,A1605-24100056-1D,Y,75.55,75.47,-0.08,,3.71,3.68,-0.02,-6.12,-6.48,-0.36,,,,,,,0.39,1310,0.048,1510,0.0371,1111,0.0162,無,0,無,0,無,0,無,0
F9302-25071663,F9302-25071663,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,86.75,320.35,6.25,1911195-3A,Y,16.18,16.48,0.31,,0.51,0.33,-0.17,-1.46,-1.43,0.03,,,,,,,0.38,1862,4.1975,1722,0.6237,1848,0.5,1430,0.165,1588,0.162,無,0,無,0
F9302-25071752,F9302-25071752,PU,2,SCK-3724,Y,0.69444,Rapido-2,400,1200,1000,30*40,54.00,455.11,8.62,A1605-24090191-8E,N,65.28,63.79,-1.50,,4.36,4.54,0.18,-31.69,-31.88,-0.19,,,,,,,0.62,1690,0.2575,1565,0.04512,1681,0.02208,無,0,無,0,無,0,無,0
F9302-25071764,F9302-25071764,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,87.50,349.15,6.25,1911195-3A,Y,16.18,16.80,0.63,,0.51,0.28,-0.23,-1.46,-1.43,0.04,,,,,,,0.69,1862,4.1975,1722,0.6237,1848,0.5,1430,0.165,1588,0.162,無,0,無,0
F9302-25071844,F9302-25071844,BL,2,SCK-3724,Y,0.69444,Rapido-2,400,1250,1000,30*40,81.00,439.20,5.68,A1605-21100086-2A,Y,21.46,23.01,1.55,,0.50,-0.06,-0.56,-11.76,-11.85,-0.09,,,,,,,1.41,1567,1.176,1391,0.6,1191,0.25,1578,0.016,1201,0.0025,無,0,無,0
F9302-25071879,F9302-25071879,PU,3,SW-81035C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,47.00,456.26,6.67,A1605-24120190-2C,N,49.11,48.50,-0.60,,22.68,22.44,-0.24,-42.59,-42.60,-0.01,,,,,,,0.32,1690,0.57,1681,0.29,無,0,無,0,無,0,無,0,無,0
F9302-25071883,F9302-25071883,BK,3,SW-80591C0,Y,1.04167,Rapido-2,400,1200,1000,35*5,52.00,1007.52,6.62,A1605-24040151-1A,Y,17.84,19.09,1.25,,0.06,0.30,0.24,-3.36,-3.74,-0.38,,,,,,,1.25,1862,3.2,1588,0.4,1430,0.216,無,0,無,0,無,0,無,0
F9302-25071920,F9302-25071920,BK,3,SW-80096C0,Y,1.04167,Rapido-2,400,1350,1050,40*40,67.00,492.28,5.45,A1605-23050035-3F,N,15.26,16.48,1.22,,0.48,0.61,0.12,-1.17,-1.48,-0.30,,,,,,,1.28,1862,4.73,1848,0.4,1722,0.3325,1383,0.0038,無,0,無,0,無,0
F9302-25071973,F9302-25071973,GY,4,SCW-828,Y,1.04167,Rapido-2,400,1200,1000,35*40,51.50,498.00,6.80,A1605-24080045-4C,N,32.66,31.66,-1.00,,0.83,1.43,0.60,-6.08,-6.32,-0.24,,,,,,,1.02,1724,0.62,1578,0.6,1391,0.2,無,0,無,0,無,0,無,0
F9302-25072014,F9302-25072014,BK,3,SW-80779C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,68.50,435.04,4.67,A1605-23110101-1D,N,16.25,16.99,0.74,,0.67,0.67,0.00,-0.70,-1.31,-0.61,,,,,,,1.13,1862,4.428,1722,0.44,1848,0.427,1588,0.015,無,0,無,0,無,0
F9302-25072037,F9302-25072037,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1300,1100,25X25,67.75,428.00,8.33,1911195-3A,N,16.18,16.86,0.68,,0.51,0.38,-0.13,-1.46,-1.47,-0.01,,,,,,,0.69,1862,4.1975,1722,0.6237,1848,0.5,1430,0.165,1588,0.12,無,0,無,0
F9302-25072051,F9302-25072051,BK,3,SCK-4131,N,2.08333,Rapido-2,400,1200,1000,30*30,68.50,264.93,6.25,A1605-23040011-1B,N,18.46,16.43,-2.03,,0.49,0.65,0.16,-2.41,-2.17,0.24,,,,,,,1.82,1862,1.26,1430,0.528,1848,0.475,1593,0.14,1142,0.004,無,0,無,0
F9302-25072061,F9302-25072061,RE,1,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,30*40,60.00,323.05,9.26,A1605-24090130-1B,N,68.74,68.85,0.11,,10.00,9.85,-0.15,1.65,1.72,0.07,,,,,,,0.16,1310,0.12125,1111,0.05936,1510,0.03621,無,0,無,0,無,0,無,0
F9302-25072063,F9302-25072063,PU,1,SCK-4131,N,2.08333,Rapido-2,200,1250,1050,25*5,59.00,302.76,8.33,A1605-24080090-1A,N,76.71,76.24,-0.48,,17.64,18.17,0.53,-11.17,-11.47,-0.30,,,,,,,0.40,1310,0.05922,1510,0.0092,1681,0.002444,1111,0.0002,無,0,無,0,無,0
F9302-25072120,F9302-25072120,BK,3,SW-80096C0,Y,1.04167,Rapido-2,400,1350,1050,40*40,66.50,416.06,4.55,A1605-23050035-3F,N,15.26,16.43,1.17,,0.48,0.57,0.08,-1.17,-1.39,-0.21,,,,,,,1.19,1862,4.73,1848,0.4,1722,0.3325,1383,0.152,無,0,無,0,無,0
F9302-25072142,F9302-25072142,PU,1,SW-80352C01,Y,0.69444,Rapido-2,400,1150,1000,25*3,70.00,310.21,11.11,A1605-24100159-10A,N,56.98,56.61,-0.37,,16.27,16.49,0.21,-8.01,-7.67,0.34,,,,,,,0.39,1430,0.167375,1580,0.06996,1191,0.02184,無,0,無,0,無,0,無,0
F9302-25072157,F9302-25072157,GY,4,SCW-828,Y,1.04167,Rapido-2,400,1300,1000,35*40,48.00,384.88,6.21,A1605-24080045-4C,N,32.66,31.55,-1.12,,0.83,1.45,0.62,-6.08,-6.32,-0.24,,,,,,,1.08,1724,0.62,1578,0.6,1391,0.2,無,0,無,0,無,0,無,0
F9302-25072179,F9302-25072179,BK,3,SCK-3724,Y,0.69444,Rapido-2,400,1250,1050,30*40,69.00,416.54,7.35,2005084-4A,N,18.15,17.97,-0.18,,0.41,0.64,0.23,-1.09,-0.92,0.17,,,,,,,0.44,1862,5,1848,0.485,1722,0.476,1588,0.35,1430,0.1344,1142,0.0027,無,0
F9302-25072196,F9302-25072196,NB,2,SCK-3716,N,1.04167,Rapido-2,400,1250,1000,35*50,45.00,650.93,7.14,A1605-21040240-2B,N,29.94,29.51,-0.42,,-2.01,-2.14,-0.13,-15.24,-14.72,0.52,,,,,,,0.48,1565,1.0815,1724,0.3638,1578,0.2575,1430,0.132,無,0,無,0,無,0
F9302-25072218,F9302-25072218,BL,5,SW-80352C01,Y,0.69444,Rapido-2,400,1150,1000,25*3,66.50,568.33,11.36,A1605-25030004-1A,Y,28.97,28.52,-0.46,,-0.13,0.48,0.61,-6.55,-6.54,0.01,,,,,,,0.88,1391,0.425,1191,0.2448,1578,0.0085,1201,0.0011,無,0,無,0,無,0
F9302-25072268,F9302-25072268,BK,3,SCK-3814,N,2.08333,Rapido-1,600,1250,1000,30*4,78.50,280.31,6.23,2011071-4D,N,15.26,15.32,0.05,,0.48,0.37,-0.11,-1.17,-1.16,0.01,,,,,,,0.17,1862,2.875,1724,0.56,1863,0.55,1391,0.2125,無,0,無,0,無,0
F9302-25072304,F9302-25072304,BK,3,SW-80779C0,Y,1.04167,Rapido-2,800,1300,1000,35*40,66.25,457.75,5.97,A1605-23110101-1D,N,16.25,17.28,1.03,,0.67,0.56,-0.11,-0.70,-1.36,-0.66,,,,,,,1.39,1862,4.248,1722,0.44,1848,0.427,1588,0.015,無,0,無,0,無,0
F9302-25072406,F9302-25072406,BK,6,SCK-3928,N,1.04167,Rapido-1,600,1250,1050,35*4(40*30),74.75,238.27,6.25,A1605-25050108-1A,N,19.34,18.16,-1.18,,-0.33,-0.67,-0.34,-1.67,-1.90,-0.23,,,,,,,1.14,1862,2.7,1391,0.42,1142,0.0021,無,0,無,0,無,0,無,0
F9302-25072417,F9302-25072417,BL,6,SCK-3928,N,1.04167,Rapido-1,600,1250,1000,35*40,57.00,523.98,6.25,A1605-25050108-7A,Y,20.95,21.24,0.29,,-2.11,-1.86,0.25,-5.88,-5.70,0.18,,,,,,,0.41,1578,1.1128,1862,0.8,1391,0.4692,1191,0.35,無,0,無,0,無,0
F9302-25072473,F9302-25072473,BL,3,SW-8992C0,Y,1.04167,Rapido-2,400,1400,1100,45*50,47.00,1033.34,7.89,A1605-23100099-1D,Y,27.23,30.06,2.83,,1.71,1.23,-0.48,-8.15,-9.35,-1.20,,,,,,,2.33,1722,0.322,1430,0.048,無,0,無,0,無,0,無,0,無,0
F9302-25072499,F9302-25072499,GY,5,SW-80661C0,Y,1.04167,Rapido-2,400,1300,1100,35*5,67.00,920.88,7.46,A1605-24060130-3A,N,42.79,42.69,-0.10,,-17.16,-17.68,-0.52,-22.45,-22.23,0.21,,,,,,,0.40,1593,0.8019,1391,0.3948,1191,0.26532,1722,0.07452,無,0,無,0,無,0
F9302-25072555,F9302-25072555,BL,3,SW-8992C0,Y,1.04167,Rapido-2,400,1400,1100,45*50,54.00,745.28,7.89,A1605-23100099-1D,Y,27.23,27.68,0.45,,1.71,1.41,-0.30,-8.15,-8.52,-0.37,,,,,,,0.66,1722,0.4094,1430,0.05376,無,0,無,0,無,0,無,0,無,0
F9302-25072662,F9302-25072662,BL,3,SW-8992C0,Y,1.04167,Rapido-2,400,1400,1100,45*50,46.00,689.63,7.85,A1605-23100099-1D,N,27.23,27.92,0.69,,1.71,1.55,-0.16,-8.15,-7.76,0.39,,,,,,,0.60,1722,0.4094,1430,0.05376,無,0,無,0,無,0,無,0,無,0
F9302-25072695,F9302-25072695,NB,2,SCK-4385S,N,1.04167,Rapido-1,600,1250,1050,30*40,58.75,338.28,8.33,A1605-24070050-3A,N,29.15,28.69,-0.46,,-2.48,-2.48,-0.01,-10.28,-10.56,-0.28,,,,,,,0.37,1593,1.173,1722,0.2842,1578,0.2,1191,0.05292,無,0,無,0,無,0
F9302-25072727,F9302-25072727,NB,6,SCK-4489,N,0.52083,Conveyor-1,300,85,270,140,514.00,60.17,6.00,A1605-24120030-2C,N,22.18,20.24,-1.94,,-1.33,-1.27,0.06,-6.89,-6.33,0.55,,,,,,,1.57,1593,1.575,1724,0.5358,1430,0.3813,1191,0.2116,無,0,無,0,無,0
F9302-25072888,F9302-25072888,GY,5,SCK-3562,N,0.69444,Rapido-1,600,1250,1000,30*40,101.50,279.83,6.35,A1605-24090190-2A1,Y,39.55,40.48,0.93,,-2.99,-3.29,-0.30,-7.58,-7.74,-0.15,,,,,,,0.60,1576,0.05,1391,0.018,1191,0.015,1722,0.015,無,0,無,0,無,0
F9302-25072938,F9302-25072938,GY,3,SCK-3624S,N,1.04167,Rapido-1,600,1250,1000,35*40,76.50,323.48,6.23,A1605-24090187-3A,Y,39.55,41.40,1.85,,-2.99,-3.01,-0.02,-7.58,-7.48,0.10,,,,,,,0.97,1576,0.7303,1722,0.09936,1191,0.07488,1391,0.0472,無,0,無,0,無,0
F9302-25073038,F9302-25073038,GY,3,SCK-3624S,N,1.04167,Rapido-1,600,1250,1000,35*40,78.75,341.88,5.92,A1605-24090187-3A,Y,39.55,42.69,3.14,,-2.99,-3.11,-0.12,-7.58,-7.32,0.26,,,,,,,1.67,1576,0.7303,1722,0.09936,1191,0.07488,1391,0.0472,無,0,無,0,無,0
F9302-25073046,F9302-25073046,BL,5,SW-80195,N,1.04167,Rapido-1,600,1250,1050,25*3,69.50,466.19,9.17,A1605-25020134-1A,Y,30.58,32.00,1.42,,2.01,1.95,-0.07,-32.48,-33.02,-0.54,,,,,,,0.91,1681,0.14,1567,0.011,1576,0.01,無,0,無,0,無,0,無,0
